edge_count,tab_switchcount,shift_count,alt_count,ctrl_count,meta_count,copy_count,paste_count,resize_count,char_key,backspace_key,blur_count,blur_duration,tab_count,MCQ,red_edge,para_edge,sus_keys,ss_count,meta_key,tab_switch,clip_count,sus_resize,sus_blur,char_sus,risk
13,5,0,2,0,2,4,0,0,27,0,0,0,0,0,0.026,0.013,0.04,0,0.2,0.4275,0.4,0,0,0,1.0805
17,0,0,0,0,0,2,2,7,26,20,0,0,0,0,0.034,0.017,0,0,0,0,0.4,0.241266667,0,0,0.658266667
0,3,0,1,5,0,4,0,7,0,0,2,0,0,0,0,0,0.12,0,0,0.25,0.4,0.233333333,0,0,1.003333333
0,0,5,4,5,0,1,0,0,0,18,0,11,0,0,0,0,0.18,0,0,0,0.1,0,0,0,0.28
0,0,0,2,0,0,0,1,0,18,22,5,0,0,0,0,0,0.04,0,0,0,0.1,0,0,0,0.14
0,0,7,6,0,5,2,0,0,0,20,0,11,0,0,0,0,0.12,5,0.5,0,0.7,0,0,0,1.32
5,5,0,2,0,5,0,2,0,0,0,0,0,0,0,0.01,0.005,0.04,0,0.5,0.420833333,0.2,0,0,0,1.165833333
7,0,0,3,6,0,0,0,13,21,0,0,0,0,0,0.014,0.007,0.18,0,0,0,0,0.4394,0,0,0.6264
0,4,0,0,0,0,0,2,12,22,0,4,6,0,0,0,0,0,0,0,0.333333333,0.2,0.4,0.24,0,1.173333333
11,5,0,0,0,0,1,0,0,0,23,0,0,0,0,0.022,0.011,0,0,0,0.425833333,0.1,0,0,0,0.536833333
0,1,0,0,0,0,2,2,0,21,0,5,0,0,0,0,0,0,0,0,0.083333333,0.4,0,0,0,0.483333333
0,2,0,7,0,0,3,0,0,0,15,0,10,0,0,0,0,0.14,0,0,0.166666667,0.3,0,0,0,0.606666667
0,0,0,1,0,2,4,5,0,27,0,0,7,0,0,0,0,0.02,0,0.2,0,0.9,0,0,0,1.12
0,0,5,3,3,0,0,1,0,0,0,0,12,0,0,0,0,0.12,0,0,0,0.1,0,0,0,0.22
17,0,3,7,0,0,0,0,0,22,0,0,12,0,0,0.034,0.017,0.14,0,0,0,0,0,0,0,0.157
0,4,3,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0.08,0,0,0.333333333,0.5,0,0,0,0.913333333
0,0,0,0,4,0,3,4,0,24,0,0,6,0,0,0,0,0.08,0,0,0,0.7,0,0,0,0.78
0,0,7,3,0,0,1,4,0,16,15,0,0,0,0,0,0,0.06,0,0,0,0.5,0,0,0,0.56
6,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0.012,0.006,0.08,0,0.4,0.084333333,0,0,0,0,0.570333333
12,0,0,0,0,0,2,5,10,0,27,0,0,0,0,0.024,0.012,0,0,0,0,0.7,0.341333333,0,0,1.053333333
15,1,5,0,0,0,3,1,0,0,23,0,0,0,0,0.03,0.015,0,0,0,0.085833333,0.4,0,0,0,0.500833333
0,0,0,2,0,2,0,1,16,0,0,0,8,0,0,0,0,0.04,0,0.2,0,0.1,0.533333333,0,0,0.873333333
17,0,0,0,5,0,0,4,0,0,18,2,11,0,0,0.034,0.017,0.1,0,0,0,0.4,0,0.311126984,0,0.828126984
10,0,5,6,0,0,0,0,0,25,17,2,0,0,0,0.02,0.01,0.12,0,0,0,0,0,0,0,0.13
0,2,0,7,1,0,0,0,9,0,0,4,0,0,0,0,0,0.16,0,0,0.166666667,0,0.3,0,0,0.626666667
0,1,4,4,0,1,0,0,0,24,20,0,0,0,0,0,0,0.08,2,0.1,0.083333333,0.2,0,0,0,0.463333333
8,0,0,4,0,5,0,0,0,26,0,0,6,0,0,0.016,0.008,0.08,0,0.5,0,0,0,0,0,0.588
17,0,0,0,5,0,0,0,14,18,0,0,0,0,0,0.034,0.017,0.1,0,0,0,0,0.482533333,0,0,0.599533333
0,0,0,1,5,2,0,2,0,0,0,5,6,0,0,0,0,0.12,0,0.2,0,0.2,0,0.268328157,0,0.788328157
14,0,2,6,0,0,3,0,0,0,16,0,0,0,0,0.028,0.014,0.12,0,0,0,0.3,0,0,0,0.434
0,0,0,5,0,3,5,5,0,16,0,5,0,0,0,0,0,0.1,0,0.3,0,1,0,0,0,1.4
0,0,3,3,5,0,1,0,0,22,0,0,0,0,0,0,0,0.16,0,0,0,0.1,0,0,0,0.26
0,3,0,0,3,0,1,0,8,0,15,4,0,0,0,0,0,0.06,0,0,0.25,0.1,0.266666667,0,0,0.676666667
0,3,0,5,0,1,0,5,9,0,15,0,0,0,0,0,0,0.1,0,0.1,0.25,0.5,0.3,0,0,1.25
0,0,0,5,6,0,0,5,0,21,0,3,9,0,0,0,0,0.22,0,0,0,0.5,0,0.311769145,0,1.031769145
5,2,0,4,1,0,0,0,0,0,15,0,10,0,0,0.01,0.005,0.1,0,0,0.168333333,0,0,0,0,0.273333333
0,0,0,0,4,0,4,4,16,0,15,5,0,0,0,0,0,0.08,0,0,0,0.8,0.533333333,0,0,1.413333333
0,0,3,0,3,4,0,0,0,21,0,0,11,0,0,0,0,0.06,3,0.4,0,0.3,0,0,0,0.76
0,0,0,0,0,0,5,0,8,15,0,0,9,0,0,0,0,0,0,0,0,0.5,0.266666667,0,0,0.766666667
13,1,5,0,0,4,0,0,0,0,21,0,7,0,0,0.026,0.013,0,4,0.4,0.0855,0.4,0,0,0,0.8985
6,0,0,2,3,0,4,0,13,0,0,5,0,0,0,0.012,0.006,0.1,0,0,0,0.4,0.438533333,0,0,0.944533333
8,0,2,3,0,0,0,0,14,19,0,0,6,0,0,0.016,0.008,0.06,0,0,0,0,0.474133333,0,0,0.542133333
0,0,1,0,5,1,0,0,0,26,0,1,7,0,0,0,0,0.1,1,0.1,0,0.1,0,0.14,0,0.44
0,0,0,6,5,0,3,0,15,0,0,0,7,0,0,0,0,0.22,0,0,0,0.3,0.5,0,0,1.02
0,0,0,1,2,0,4,0,0,19,0,5,0,0,0,0,0,0.06,0,0,0,0.4,0,0,0,0.46
0,0,1,0,0,0,0,1,10,0,0,5,8,0,0,0,0,0,0,0,0,0.1,0.333333333,0.357770876,0,0.79110421
11,0,0,6,0,0,0,0,9,25,15,3,0,0,0,0.022,0.011,0.12,0,0,0,0,0.3066,0,0,0.4376
13,0,5,0,1,1,0,0,0,0,15,0,0,0,0,0.026,0.013,0.02,2,0.1,0,0.2,0,0,0,0.333
0,0,2,2,0,5,0,0,15,0,22,0,0,0,0,0,0,0.04,3,0.5,0,0.3,0.5,0,0,1.34
0,4,2,0,1,0,0,0,7,0,0,0,10,0,0,0,0,0.02,0,0,0.333333333,0,0.233333333,0,0,0.586666667
12,2,2,0,0,0,0,3,5,0,21,0,0,0,0,0.024,0.012,0,0,0,0.170666667,0.3,0.170666667,0,0,0.653333333
0,0,0,0,0,2,2,1,0,26,16,5,0,0,0,0,0,0,0,0.2,0,0.3,0,0,0,0.5
0,0,6,1,0,0,0,0,0,0,16,0,12,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02
16,0,0,5,2,5,0,0,9,0,0,0,0,0,0,0.032,0.016,0.14,0,0.5,0,0,0.3096,0,0,0.9656
0,0,6,6,0,5,0,0,0,0,0,3,8,0,0,0,0,0.12,5,0.5,0,0.5,0,0.277128129,0,1.397128129
13,0,0,5,0,0,0,2,0,0,24,0,0,0,0,0.026,0.013,0.1,0,0,0,0.2,0,0,0,0.313
12,3,0,2,3,1,0,0,0,0,0,5,0,0,0,0.024,0.012,0.1,0,0.1,0.256,0,0,0,0,0.468
0,5,0,0,4,0,5,5,5,0,0,0,7,0,0,0,0,0.08,0,0,0.416666667,1,0.166666667,0,0,1.663333333
0,0,4,3,6,0,0,0,0,24,0,5,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.18
0,0,0,0,6,2,3,3,0,0,21,3,0,0,0,0,0,0.12,0,0.2,0,0.6,0,0,0,0.92
0,0,0,2,0,0,0,0,6,27,0,0,0,0,0,0,0,0.04,0,0,0,0,0.2,0,0,0.24
0,2,4,0,4,1,0,0,0,27,0,0,0,0,0,0,0,0.08,2,0.1,0.166666667,0.2,0,0,0,0.546666667
17,0,7,0,0,0,0,5,0,0,21,0,12,0,0,0.034,0.017,0,0,0,0,0.5,0,0,0,0.517
0,0,1,6,7,0,0,2,16,0,0,0,0,0,0,0,0,0.26,0,0,0,0.2,0.533333333,0,0,0.993333333
0,0,3,0,3,0,4,0,10,0,15,0,0,0,0,0,0,0.06,0,0,0,0.4,0.333333333,0,0,0.793333333
12,0,6,0,0,0,0,0,15,19,0,0,12,0,0,0.024,0.012,0,0,0,0,0,0.512,0,0,0.524
7,3,0,3,0,0,2,0,0,0,17,3,0,0,0,0.014,0.007,0.06,0,0,0.2535,0.2,0,0,0,0.5205
17,4,0,0,0,0,0,0,15,0,0,1,0,0,0,0.034,0.017,0,0,0,0.344666667,0,0.517,0,0,0.878666667
0,0,0,0,0,3,4,0,0,20,0,1,0,0,0,0,0,0,0,0.3,0,0.4,0,0,0,0.7
8,0,6,0,5,2,0,0,16,0,0,5,0,0,0,0.016,0.008,0.1,3,0.2,0,0.3,0.541866667,0,0,1.149866667
10,0,0,0,7,0,2,0,0,26,0,0,0,0,0,0.02,0.01,0.14,0,0,0,0.2,0,0,0,0.35
0,1,0,6,0,0,3,4,0,26,21,0,0,0,0,0,0,0.12,0,0,0.083333333,0.7,0,0,0,0.903333333
15,0,0,2,5,1,0,0,7,0,0,2,0,0,0,0.03,0.015,0.14,0,0.1,0,0,0.240333333,0,0,0.495333333
16,4,3,0,0,1,0,0,15,0,24,0,0,0,0,0.032,0.016,0,1,0.1,0.344,0.1,0.516,0,0,1.076
0,0,7,6,0,5,0,0,0,15,22,0,9,0,0,0,0,0.12,5,0.5,0,0.5,0,0,0,1.12
14,5,0,0,7,0,0,0,0,27,15,0,5,0,0,0.028,0.014,0.14,0,0,0.428333333,0,0,0,0,0.582333333
0,0,5,0,0,0,0,2,0,0,26,2,10,0,0,0,0,0,0,0,0,0.2,0,0.282842712,0,0.482842712
8,0,0,0,0,0,0,2,0,0,26,2,10,0,0,0.016,0.008,0,0,0,0,0.2,0,0.282842712,0,0.490842712
0,3,7,0,0,5,0,3,9,0,0,3,0,0,0,0,0,0,5,0.5,0.25,0.8,0.3,0,0,1.85
8,0,0,2,2,0,0,0,0,27,15,0,0,0,0,0.016,0.008,0.08,0,0,0,0,0,0,0,0.088
14,2,0,0,0,4,2,0,0,27,0,0,12,0,0,0.028,0.014,0,0,0.4,0.171333333,0.2,0,0,0,0.785333333
16,0,0,0,0,0,5,0,15,27,18,0,0,0,0,0.032,0.016,0,0,0,0,0.5,0.516,0,0,1.032
0,5,0,0,1,0,0,4,0,19,19,1,0,0,0,0,0,0.02,0,0,0.416666667,0.4,0,0,0,0.836666667
0,0,0,6,0,0,0,5,0,0,16,5,9,0,0,0,0,0.12,0,0,0,0.5,0,0.402492236,0,1.022492236
0,0,7,0,1,3,0,0,0,27,15,0,0,0,0,0,0,0.02,4,0.3,0,0.4,0,0,0,0.72
0,5,2,0,0,0,0,0,5,19,0,0,8,0,0,0,0,0,0,0,0.416666667,0,0.166666667,0,0,0.583333333
0,0,0,0,0,2,2,4,8,18,0,0,0,0,0,0,0,0,0,0.2,0,0.6,0.266666667,0,0,1.066666667
9,1,2,0,4,0,0,4,0,0,0,0,0,0,0,0.018,0.009,0.08,0,0,0.084833333,0.4,0,0,0,0.573833333
0,3,5,0,7,0,0,1,0,0,22,2,0,0,0,0,0,0.14,0,0,0.25,0.1,0,0,0,0.49
0,4,7,6,3,1,0,2,0,0,0,0,0,0,0,0,0,0.18,2,0.1,0.333333333,0.4,0,0,0,1.013333333
0,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0.04,0,0,0.25,0.2,0,0,0,0.49
0,0,7,0,0,5,0,5,0,20,15,0,8,0,0,0,0,0,5,0.5,0,1,0,0,0,1.5
0,0,0,0,6,3,4,0,5,0,0,0,10,0,0,0,0,0.12,0,0.3,0,0.4,0.166666667,0,0,0.986666667
0,0,0,5,2,0,5,1,0,21,0,0,5,0,0,0,0,0.14,0,0,0,0.6,0,0,0,0.74
0,4,4,5,0,0,2,0,0,0,23,0,0,0,0,0,0,0.1,0,0,0.333333333,0.2,0,0,0,0.633333333
0,5,0,0,0,0,3,1,7,0,24,0,5,0,0,0,0,0,0,0,0.416666667,0.4,0.233333333,0,0,1.05
10,5,0,0,2,0,0,0,13,0,24,4,0,0,0,0.02,0.01,0.04,0,0,0.425,0,0.442,0,0,0.917
0,0,1,0,7,3,4,0,16,0,0,0,12,0,0,0,0,0.14,1,0.3,0,0.5,0.533333333,0,0,1.473333333
0,0,0,1,0,3,2,3,16,0,0,5,0,0,0,0,0,0.02,0,0.3,0,0.5,0.533333333,0,0,1.353333333
0,3,0,5,0,4,4,0,0,24,19,0,0,0,0,0,0,0.1,0,0.4,0.25,0.4,0,0,0,1.15
0,3,5,0,4,1,0,5,13,0,0,0,0,0,0,0,0,0.08,2,0.1,0.25,0.7,0.433333333,0,0,1.563333333
13,3,0,0,0,3,4,0,0,22,0,0,0,0,0,0.026,0.013,0,0,0.3,0.2565,0.4,0,0,0,0.9695
9,0,0,4,0,0,0,1,10,0,0,1,0,0,0,0.018,0.009,0.08,0,0,0,0.1,0.339333333,0,0,0.528333333
8,4,0,5,0,4,0,0,0,18,0,0,11,0,0,0.016,0.008,0.1,0,0.4,0.338666667,0,0,0,0,0.846666667
0,0,0,3,0,4,0,0,11,18,0,4,11,0,0,0,0,0.06,0,0.4,0,0,0.366666667,0.44,0,1.266666667
5,1,0,0,0,0,0,1,6,17,0,0,11,0,0,0.01,0.005,0,0,0,0.084166667,0.1,0.202,0,0,0.391166667
8,5,0,0,1,0,5,0,15,0,0,0,7,0,0,0.016,0.008,0.02,0,0,0.423333333,0.5,0.508,0,0,1.459333333
0,0,3,2,3,0,0,1,0,0,0,4,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0.2
0,0,1,3,0,0,4,2,7,0,0,3,0,0,0,0,0,0.06,0,0,0,0.6,0.233333333,0,0,0.893333333
8,2,2,7,0,0,2,2,0,0,0,0,0,0,0,0.016,0.008,0.14,0,0,0.169333333,0.4,0,0,0,0.717333333
8,2,0,7,3,0,0,0,0,0,18,0,0,0,0,0.016,0.008,0.2,0,0,0.169333333,0,0,0,0,0.377333333
0,0,7,1,0,4,0,3,0,0,21,4,0,0,0,0,0,0.02,5,0.4,0,0.8,0,0,0,1.22
0,0,5,6,0,2,1,5,0,0,0,0,10,0,0,0,0,0.12,3,0.2,0,0.9,0,0,0,1.22
10,0,0,0,0,4,4,0,0,26,0,0,7,0,0,0.02,0.01,0,0,0.4,0,0.4,0,0,0,0.81
0,0,5,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0.08,0,0,0,0,0,0,0,0.08
0,0,0,0,0,0,5,0,7,16,27,4,0,0,0,0,0,0,0,0,0,0.5,0.233333333,0,0,0.733333333
11,3,1,0,0,0,0,0,11,0,25,0,10,0,0,0.022,0.011,0,0,0,0.2555,0,0.374733333,0,0,0.641233333
0,1,0,3,0,4,0,5,0,0,19,0,9,0,0,0,0,0.06,0,0.4,0.083333333,0.5,0,0,0,1.043333333
0,0,0,0,5,0,4,2,0,15,0,5,8,0,0,0,0,0.1,0,0,0,0.6,0,0.357770876,0,1.057770876
5,0,0,7,3,0,0,0,0,0,27,2,0,0,0,0.01,0.005,0.2,0,0,0,0,0,0,0,0.205
0,0,6,5,5,0,2,0,11,17,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.366666667,0,0,0.766666667
6,2,7,0,0,1,0,0,6,0,19,0,0,0,0,0.012,0.006,0,2,0.1,0.168666667,0.2,0.2024,0,0,0.677066667
6,0,4,0,3,1,0,0,0,0,0,2,0,0,0,0.012,0.006,0.06,2,0.1,0,0.2,0,0,0,0.366
5,4,0,0,3,0,2,5,5,0,0,0,0,0,0,0.01,0.005,0.06,0,0,0.336666667,0.7,0.168333333,0,0,1.27
0,2,5,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,2,0.1,0.166666667,0.2,0,0,0,0.466666667
17,0,0,0,6,4,0,0,0,27,25,4,0,0,0,0.034,0.017,0.12,0,0.4,0,0,0,0,0,0.537
0,0,2,0,0,5,0,0,10,15,24,0,7,0,0,0,0,0,3,0.5,0,0.3,0.333333333,0,0,1.133333333
10,3,0,0,0,0,4,0,0,0,24,3,0,0,0,0.02,0.01,0,0,0,0.255,0.4,0,0,0,0.665
0,0,0,7,0,3,0,0,0,0,20,4,7,0,0,0,0,0.14,0,0.3,0,0,0,0.28,0,0.72
10,2,7,0,0,5,0,0,0,15,0,0,5,0,0,0.02,0.01,0,5,0.5,0.17,0.5,0,0,0,1.18
8,0,5,6,1,3,1,0,0,0,0,0,0,0,0,0.016,0.008,0.14,3,0.3,0,0.4,0,0,0,0.848
11,0,0,5,0,0,0,0,6,0,17,0,11,0,0,0.022,0.011,0.1,0,0,0,0,0.2044,0,0,0.3154
0,0,2,0,3,0,0,0,11,0,0,3,9,0,0,0,0,0.06,0,0,0,0,0.366666667,0.311769145,0,0.738435812
0,0,0,0,7,0,1,0,7,20,24,0,12,0,0,0,0,0.14,0,0,0,0.1,0.233333333,0,0,0.473333333
10,0,0,0,3,0,0,0,9,0,22,4,0,0,0,0.02,0.01,0.06,0,0,0,0,0.306,0,0,0.376
0,0,0,0,6,3,4,5,8,0,0,0,6,0,0,0,0,0.12,0,0.3,0,0.9,0.266666667,0,0,1.586666667
8,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0.016,0.008,0,0,0.1,0,0,0,0,0,0.108
0,0,2,0,0,0,0,5,15,21,18,0,8,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1
0,0,0,0,0,3,0,1,6,15,19,0,0,0,0,0,0,0,0,0.3,0,0.1,0.2,0,0,0.6
0,2,0,7,0,1,0,0,0,27,19,0,7,0,0,0,0,0.14,0,0.1,0.166666667,0,0,0,0,0.406666667
14,0,0,0,0,2,0,3,0,0,0,2,6,0,0,0.028,0.014,0,0,0.2,0,0.3,0,0.169705627,0,0.683705627
0,0,0,0,1,1,0,4,16,21,16,0,0,0,0,0,0,0.02,0,0.1,0,0.4,0.533333333,0,0,1.053333333
0,3,0,0,0,3,0,0,0,17,24,0,12,0,0,0,0,0,0,0.3,0.25,0,0,0,0,0.55
0,2,7,0,1,0,0,0,0,23,22,5,0,0,0,0,0,0.02,0,0,0.166666667,0,0,0,0,0.186666667
16,4,5,7,0,0,0,0,0,0,27,0,8,0,0,0.032,0.016,0.14,0,0,0.344,0,0,0,0,0.5
17,0,0,1,4,0,3,0,6,0,0,4,0,0,0,0.034,0.017,0.1,0,0,0,0.3,0.2068,0,0,0.6238
0,3,0,1,0,5,2,5,0,0,0,0,0,0,0,0,0,0.02,0,0.5,0.25,0.7,0,0,0,1.47
12,5,0,0,0,0,0,0,11,27,0,4,11,0,0,0.024,0.012,0,0,0,0.426666667,0,0.375466667,0.44,0,1.254133333
0,2,0,0,1,2,3,1,0,22,0,0,0,0,0,0,0,0.02,0,0.2,0.166666667,0.4,0,0,0,0.786666667
9,0,7,5,0,0,5,0,0,0,21,0,0,0,0,0.018,0.009,0.1,0,0,0,0.5,0,0,0,0.609
0,0,4,2,0,0,0,0,0,18,25,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04
0,0,0,3,6,0,0,0,0,0,0,2,11,0,0,0,0,0.18,0,0,0,0,0,0.311126984,0,0.491126984
0,0,0,0,4,3,1,5,0,20,0,1,0,0,0,0,0,0.08,0,0.3,0,0.6,0,0,0,0.98
0,0,6,0,0,0,0,0,10,25,0,0,9,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333
7,0,5,2,0,0,5,3,0,0,0,4,0,0,0,0.014,0.007,0.04,0,0,0,0.8,0,0,0,0.847
16,3,0,1,0,2,0,4,0,0,0,2,0,0,0,0.032,0.016,0.02,0,0.2,0.258,0.4,0,0,0,0.894
0,2,7,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0.166666667,0.5,0,0,0,0.666666667
7,5,1,0,3,0,0,0,0,0,19,0,11,0,0,0.014,0.007,0.06,0,0,0.4225,0,0,0,0,0.4895
0,0,0,3,0,0,3,3,0,0,22,1,0,0,0,0,0,0.06,0,0,0,0.6,0,0,0,0.66
12,0,4,0,0,0,0,0,5,15,0,0,11,0,0,0.024,0.012,0,0,0,0,0,0.170666667,0,0,0.182666667
12,0,3,1,0,0,0,2,11,0,0,0,0,0,0,0.024,0.012,0.02,0,0,0,0.2,0.375466667,0,0,0.607466667
11,0,0,0,0,0,0,0,15,0,21,0,0,0,0,0.022,0.011,0,0,0,0,0,0.511,0,0,0.522
0,0,0,5,3,0,0,4,0,0,0,0,10,0,0,0,0,0.16,0,0,0,0.4,0,0,0,0.56
0,0,0,1,3,5,1,0,0,23,20,0,0,0,0,0,0,0.08,0,0.5,0,0.1,0,0,0,0.68
16,3,0,4,0,0,0,4,15,0,0,0,0,0,0,0.032,0.016,0.08,0,0,0.258,0.4,0.516,0,0,1.27
0,2,0,2,5,5,0,0,16,0,19,0,0,0,0,0,0,0.14,0,0.5,0.166666667,0,0.533333333,0,0,1.34
14,0,0,2,0,1,0,0,0,0,17,0,0,0,0,0.028,0.014,0.04,0,0.1,0,0,0,0,0,0.154
10,0,0,5,0,0,0,3,9,24,0,0,12,0,0,0.02,0.01,0.1,0,0,0,0.3,0.306,0,0,0.716
0,3,0,0,4,0,3,0,10,22,15,0,0,0,0,0,0,0.08,0,0,0.25,0.3,0.333333333,0,0,0.963333333
11,3,7,0,0,0,2,2,0,0,0,4,0,0,0,0.022,0.011,0,0,0,0.2555,0.4,0,0,0,0.6665
13,0,2,7,0,4,3,0,0,26,0,0,0,0,0,0.026,0.013,0.14,2,0.4,0,0.5,0,0,0,1.053
5,5,0,0,0,3,0,2,16,0,0,0,0,0,0,0.01,0.005,0,0,0.3,0.420833333,0.2,0.538666667,0,0,1.4645
0,0,0,0,6,0,0,0,16,0,0,4,11,0,0,0,0,0.12,0,0,0,0,0.533333333,0.44,0,1.093333333
0,4,0,4,0,0,0,5,11,0,0,0,11,0,0,0,0,0.08,0,0,0.333333333,0.5,0.366666667,0,0,1.28
0,0,0,0,5,0,1,0,7,0,0,3,11,0,0,0,0,0.1,0,0,0,0.1,0.233333333,0.381051178,0,0.814384511
0,0,7,0,3,0,0,0,5,0,18,0,6,0,0,0,0,0.06,0,0,0,0,0.166666667,0,0,0.226666667
0,0,0,4,0,0,0,0,7,0,0,3,0,0,0,0,0,0.08,0,0,0,0,0.233333333,0,0,0.313333333
0,4,3,4,7,0,2,0,14,0,0,0,0,0,0,0,0,0.22,0,0,0.333333333,0.2,0.466666667,0,0,1.22
6,0,0,0,0,1,4,4,0,0,17,0,0,0,0,0.012,0.006,0,0,0.1,0,0.8,0,0,0,0.906
0,0,6,2,3,0,0,2,15,0,27,0,0,0,0,0,0,0.1,0,0,0,0.2,0.5,0,0,0.8
7,0,7,0,0,1,0,0,0,24,0,2,0,0,0,0.014,0.007,0,2,0.1,0,0.2,0,0,0,0.307
0,0,0,0,4,0,0,3,11,0,17,1,12,0,0,0,0,0.08,0,0,0,0.3,0.366666667,0.24,0,0.986666667
0,0,2,0,0,3,0,3,16,0,23,0,12,0,0,0,0,0,2,0.3,0,0.5,0.533333333,0,0,1.333333333
0,0,0,0,0,0,0,2,0,17,22,3,6,0,0,0,0,0,0,0,0,0.2,0,0.207846097,0,0.407846097
10,0,0,5,0,0,1,0,0,27,0,0,0,0,0,0.02,0.01,0.1,0,0,0,0.1,0,0,0,0.21
17,0,0,0,0,0,2,5,0,16,0,0,12,0,0,0.034,0.017,0,0,0,0,0.7,0,0,0,0.717
0,0,0,6,5,4,3,1,0,0,20,0,0,0,0,0,0,0.22,0,0.4,0,0.4,0,0,0,1.02
17,0,0,0,4,0,0,0,0,15,15,0,0,0,0,0.034,0.017,0.08,0,0,0,0,0,0,0,0.097
5,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0.01,0.005,0,0,0.5,0,0,0.437666667,0,0,0.942666667
0,0,0,4,0,0,4,0,10,21,0,0,9,0,0,0,0,0.08,0,0,0,0.4,0.333333333,0,0,0.813333333
0,0,5,0,5,2,0,0,17,17,0,5,0,0,0,0,0,0.1,3,0.2,0,0.3,0.566666667,0,0,1.166666667
10,0,7,0,0,0,0,0,0,0,17,1,8,0,0,0.02,0.01,0,0,0,0,0,0,0.16,0,0.17
0,4,0,0,0,2,0,5,0,24,21,1,0,0,0,0,0,0,0,0.2,0.333333333,0.5,0,0,0,1.033333333
12,4,0,0,3,3,0,0,16,0,22,0,0,0,0,0.024,0.012,0.06,0,0.3,0.341333333,0,0.546133333,0,0,1.259466667
16,0,0,0,0,0,5,4,13,0,0,0,5,0,0,0.032,0.016,0,0,0,0,0.9,0.4472,0,0,1.3632
13,0,2,0,0,1,0,0,16,17,27,0,0,0,0,0.026,0.013,0,1,0.1,0,0.1,0.5472,0,0,0.7602
0,0,0,0,6,0,4,4,14,0,0,1,0,0,0,0,0,0.12,0,0,0,0.8,0.466666667,0,0,1.386666667
0,0,6,0,0,0,2,0,15,17,0,3,0,0,0,0,0,0,0,0,0,0.2,0.5,0,0,0.7
15,0,0,7,6,0,2,0,0,0,0,0,7,0,0,0.03,0.015,0.26,0,0,0,0.2,0,0,0,0.475
0,0,5,0,0,0,0,5,0,26,0,5,7,0,0,0,0,0,0,0,0,0.5,0,0.313049517,0,0.813049517
16,0,4,0,0,0,5,0,16,24,0,0,12,0,0,0.032,0.016,0,0,0,0,0.5,0.5504,0,0,1.0664
8,4,0,0,0,1,0,0,0,27,17,0,5,0,0,0.016,0.008,0,0,0.1,0.338666667,0,0,0,0,0.446666667
0,4,1,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0.333333333,0,0,0.313049517,0,0.64638285
0,0,0,0,4,5,0,0,10,22,23,0,0,0,0,0,0,0.08,0,0.5,0,0,0.333333333,0,0,0.913333333
0,0,4,0,0,0,3,0,14,16,0,0,8,0,0,0,0,0,0,0,0,0.3,0.466666667,0,0,0.766666667
0,4,0,4,0,5,5,0,15,0,0,0,0,0,0,0,0,0.08,0,0.5,0.333333333,0.5,0.5,0,0,1.913333333
0,2,0,5,0,0,3,2,0,19,23,0,0,0,0,0,0,0.1,0,0,0.166666667,0.5,0,0,0,0.766666667
0,1,0,0,0,4,0,3,7,0,0,0,11,0,0,0,0,0,0,0.4,0.083333333,0.3,0.233333333,0,0,1.016666667
0,0,0,0,0,0,3,4,0,0,26,5,10,0,0,0,0,0,0,0,0,0.7,0,0.447213595,0,1.147213595
17,0,0,5,0,3,0,0,13,0,0,2,6,0,0,0.034,0.017,0.1,0,0.3,0,0,0.448066667,0.169705627,0,1.034772294
9,0,0,0,0,1,0,3,0,0,22,1,0,0,0,0.018,0.009,0,0,0.1,0,0.3,0,0,0,0.409
0,4,0,0,4,2,0,0,7,26,0,4,0,0,0,0,0,0.08,0,0.2,0.333333333,0,0.233333333,0,0,0.846666667
12,2,0,0,0,4,0,0,0,0,16,4,9,0,0,0.024,0.012,0,0,0.4,0.170666667,0,0,0.36,0,0.942666667
0,0,0,0,2,1,0,0,12,0,16,4,11,0,0,0,0,0.04,0,0.1,0,0,0.4,0.44,0,0.98
0,0,7,0,6,0,0,5,0,25,0,5,11,0,0,0,0,0.12,0,0,0,0.5,0,0.491934955,0,1.111934955
0,3,0,0,4,4,0,2,0,0,0,0,6,0,0,0,0,0.08,0,0.4,0.25,0.2,0,0,0,0.93
16,5,6,0,3,0,5,0,0,0,0,2,0,0,0,0.032,0.016,0.06,0,0,0.43,0.5,0,0,0,1.006
8,0,4,0,0,0,0,0,13,0,25,0,8,0,0,0.016,0.008,0,0,0,0,0,0.440266667,0,0,0.448266667
